tweet_id,timestamp,refined_text,dog_name,dog_stage,image_link,expanded_urls,source,prediction_1_confidence,prediction_2_confidence,prediction_3_confidence,most_confident_prediction,prediction_1,prediction_2,prediction_3,prediction_1_isdog,prediction_2_isdog,prediction_3_isdog,rating_fraction,retweet_count,favorite_count
666063827256086533,2015-11-16 01:22:45,This is the happiest dog you will ever see. Very committed owner. Nice couch. 10/10 ,the,,https://pbs.twimg.com/media/CT5Vg_wXIAAXfnj.jpg,https://twitter.com/dog_rates/status/666063827256086533/photo/1,Twitter for iPhone,0.77593,0.0937178,0.07242660000000001,1,golden_retriever,Tibetan_mastiff,Labrador_retriever,True,True,True,1.0,180,395
666071193221509120,2015-11-16 01:52:02,Here we have a northern speckled Rhododendron. Much sass. Gives 0 fucks. Good tongue. 9/10 would caress sensually ,,,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg,https://twitter.com/dog_rates/status/666071193221509120/photo/1,Twitter for iPhone,0.503672,0.174201,0.109454,1,Gordon_setter,Yorkshire_terrier,Pekinese,True,True,True,0.9,50,127
666073100786774016,2015-11-16 01:59:36,Let's hope this flight isn't Malaysian (lol). What a dog! Almost completely camouflaged. 10/10 I trust this pilot ,,,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg,https://twitter.com/dog_rates/status/666073100786774016/photo/1,Twitter for iPhone,0.260857,0.17538199999999998,0.0974705,1,Walker_hound,English_foxhound,Ibizan_hound,True,True,True,1.0,129,273
666082916733198337,2015-11-16 02:38:37,Here we have a well-established sunblockerspaniel. Lost his other flip-flop. 6/10 not very waterproof ,,,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg,https://twitter.com/dog_rates/status/666082916733198337/photo/1,Twitter for iPhone,0.489814,0.404722,0.0489595,1,pug,bull_mastiff,French_bulldog,True,True,True,0.6,37,92
666094000022159362,2015-11-16 03:22:39,This appears to be a Mongolian Presbyterian mix. Very tired. Tongue slip confirmed. 9/10 would lie down with ,,,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,https://twitter.com/dog_rates/status/666094000022159362/photo/1,Twitter for iPhone,0.195217,0.0782598,0.07562780000000001,1,bloodhound,German_shepherd,malinois,True,True,True,0.9,63,141
666099513787052032,2015-11-16 03:44:34,Can stand on stump for what seems like a while. Built that birdhouse? Impressive. Made friends with a squirrel. 8/10 ,,,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,https://twitter.com/dog_rates/status/666099513787052032/photo/1,Twitter for iPhone,0.58233,0.166192,0.0896883,1,Lhasa,Shih-Tzu,Dandie_Dinmont,True,True,True,0.8,53,134
666102155909144576,2015-11-16 03:55:04,Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place. 11/10 ,,,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,https://twitter.com/dog_rates/status/666102155909144576/photo/1,Twitter for iPhone,0.298617,0.149842,0.133649,1,English_setter,Newfoundland,borzoi,True,True,True,1.1,11,66
666104133288665088,2015-11-16 04:02:55,Not familiar with this breed. No tail (weird). Only 2 legs. Doesn't bark. Surprisingly quick. Shits eggs. 1/10 ,,,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg,https://twitter.com/dog_rates/status/666104133288665088/photo/1,Twitter for iPhone,0.965932,0.0339194,5.20658e-05,1,hen,cock,partridge,False,False,False,0.1,5452,12831
666268910803644416,2015-11-16 14:57:41,Very concerned about fellow dog trapped in computer. 10/10 ,,,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,https://twitter.com/dog_rates/status/666268910803644416/photo/1,Twitter for iPhone,0.086502,0.0855474,0.0794797,1,desktop_computer,desk,bookcase,False,False,False,1.0,38,98
666273097616637952,2015-11-16 15:14:19,Can take selfies 11/10 ,,,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,https://twitter.com/dog_rates/status/666273097616637952/photo/1,Twitter for iPhone,0.176053,0.111884,0.111152,1,Italian_greyhound,toy_terrier,basenji,True,True,True,1.1,66,151
666287406224695296,2015-11-16 16:11:11,This is an Albanian 3 1/2 legged  Episcopalian. Loves well-polished hardwood flooring. Penis on the collar. 9/10 ,an,,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,https://twitter.com/dog_rates/status/666287406224695296/photo/1,Twitter for iPhone,0.8575309999999999,0.0630638,0.0255806,1,Maltese_dog,toy_poodle,miniature_poodle,True,True,True,0.5,55,123
666293911632134144,2015-11-16 16:37:02,This is a funny dog. Weird toes. Won't come down. Loves branch. Refuses to eat his food. Hard to cuddle with. 3/10 ,a,,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,https://twitter.com/dog_rates/status/666293911632134144/photo/1,Twitter for iPhone,0.914671,0.01525,0.0132072,1,three-toed_sloth,otter,great_grey_owl,False,False,False,0.3,288,424
666337882303524864,2015-11-16 19:31:45,This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. 9/10 would pet aggressively ,an,,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,https://twitter.com/dog_rates/status/666337882303524864/photo/1,Twitter for iPhone,0.416669,0.278407,0.102643,1,ox,Newfoundland,groenendael,False,True,True,0.9,79,168
666345417576210432,2015-11-16 20:01:42,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 ,,,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,https://twitter.com/dog_rates/status/666345417576210432/photo/1,Twitter for iPhone,0.8587440000000001,0.0547868,0.0142409,1,golden_retriever,Chesapeake_Bay_retriever,Labrador_retriever,True,True,True,1.0,121,242
666353288456101888,2015-11-16 20:32:58,Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10 ,,,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,https://twitter.com/dog_rates/status/666353288456101888/photo/1,Twitter for iPhone,0.33687399999999995,0.147655,0.0934124,1,malamute,Siberian_husky,Eskimo_dog,True,True,True,0.8,56,178
666362758909284353,2015-11-16 21:10:36,Unique dog here. Very small. Lives in container of Frosted Flakes (?). Short legs. Must be rare 6/10 would still pet ,,,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg,https://twitter.com/dog_rates/status/666362758909284353/photo/1,Twitter for iPhone,0.996496,0.00240245,0.0004608630000000001,1,guinea_pig,skunk,hamster,False,False,False,0.6,465,648
666373753744588802,2015-11-16 21:54:18,Those are sunglasses and a jean jacket. 11/10 dog cool af ,,,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,https://twitter.com/dog_rates/status/666373753744588802/photo/1,Twitter for iPhone,0.326467,0.25955100000000003,0.206803,1,soft-coated_wheaten_terrier,Afghan_hound,briard,True,True,True,1.1,73,162
666396247373291520,2015-11-16 23:23:41,Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10 ,,,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,https://twitter.com/dog_rates/status/666396247373291520/photo/1,Twitter for iPhone,0.978108,0.00939697,0.00457681,1,Chihuahua,toy_terrier,papillon,True,True,True,0.9,68,147
666407126856765440,2015-11-17 00:06:54,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 ,a,,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,https://twitter.com/dog_rates/status/666407126856765440/photo/1,Twitter for iPhone,0.529139,0.24422,0.17381,1,black-and-tan_coonhound,bloodhound,flat-coated_retriever,True,True,True,0.7,30,93
666411507551481857,2015-11-17 00:24:19,This is quite the dog. Gets really excited when not in water. Not very soft tho. Bad at fetch. Can't do tricks. 2/10 ,quite,,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,https://twitter.com/dog_rates/status/666411507551481857/photo/1,Twitter for iPhone,0.40464,0.271485,0.189945,1,coho,barracouta,gar,False,False,False,0.2,261,370
666418789513326592,2015-11-17 00:53:15,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 ,Walter,,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,https://twitter.com/dog_rates/status/666418789513326592/photo/1,Twitter for iPhone,0.14968,0.148258,0.14286,1,toy_terrier,papillon,Chihuahua,True,True,True,1.0,39,107
666421158376562688,2015-11-17 01:02:40,*internally screaming* 12/10 ,,,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,https://twitter.com/dog_rates/status/666421158376562688/photo/1,Twitter for iPhone,0.906777,0.0903464,0.00111687,1,Blenheim_spaniel,cocker_spaniel,Shih-Tzu,True,True,True,1.2,90,272
666428276349472768,2015-11-17 01:30:57,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with ,,,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,https://twitter.com/dog_rates/status/666428276349472768/photo/1,Twitter for iPhone,0.371361,0.249394,0.241878,1,Pembroke,chow,Pomeranian,True,True,True,0.7,67,139
666430724426358785,2015-11-17 01:40:41,Oh boy what a pup! Sunglasses take this one to the next level. Weirdly folds front legs. Pretty big. 6/10 ,,,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,https://twitter.com/dog_rates/status/666430724426358785/photo/1,Twitter for iPhone,0.505184,0.104109,0.0620712,1,llama,Irish_terrier,dingo,False,True,False,0.6,159,276
666435652385423360,2015-11-17 02:00:15,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 ",,,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,https://twitter.com/dog_rates/status/666435652385423360/photo/1,Twitter for iPhone,0.18413,0.056775300000000015,0.0367634,1,Chesapeake_Bay_retriever,chain_saw,power_drill,True,False,False,1.0,41,136
666437273139982337,2015-11-17 02:06:42,Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. 7/10 ,,,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,https://twitter.com/dog_rates/status/666437273139982337/photo/1,Twitter for iPhone,0.6718529999999999,0.12468,0.044094199999999986,1,Chihuahua,beagle,Saluki,True,True,True,0.7,40,106
666447344410484738,2015-11-17 02:46:43,This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say ,Scout,,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,https://twitter.com/dog_rates/status/666447344410484738/photo/1,Twitter for iPhone,0.32208400000000004,0.287955,0.166331,1,curly-coated_retriever,giant_schnauzer,Labrador_retriever,True,True,True,0.9,19,90
666454714377183233,2015-11-17 03:16:00,I'll name the dogs from now on. This is Kreggory. He does parkour. 10/10 ,Kreggory,,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,https://twitter.com/dog_rates/status/666454714377183233/photo/1,Twitter for iPhone,0.278954,0.237612,0.171106,1,dalmatian,Labrador_retriever,Great_Pyrenees,True,True,True,1.0,179,446
666644823164719104,2015-11-17 15:51:26,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 ,Jimothy,,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,https://twitter.com/dog_rates/status/666644823164719104/photo/1,Twitter for iPhone,0.0443334,0.0432093,0.0389056,1,Ibizan_hound,Pembroke,West_Highland_white_terrier,True,True,True,0.9,68,207
666649482315059201,2015-11-17 16:09:56,Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs. 4/10 ,,,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,https://twitter.com/dog_rates/status/666649482315059201/photo/1,Twitter for iPhone,0.447803,0.170497,0.139206,1,Border_collie,English_springer,collie,True,True,True,0.4,522,990
666691418707132416,2015-11-17 18:56:35,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 ,Christoper,,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,https://twitter.com/dog_rates/status/666691418707132416/photo/1,Twitter for iPhone,0.975401,0.00868727,0.00539404,1,German_shepherd,beagle,bloodhound,True,True,True,0.8,41,159
666701168228331520,2015-11-17 19:35:19,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly ,a,,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,https://twitter.com/dog_rates/status/666701168228331520/photo/1,Twitter for iPhone,0.887707,0.029307,0.0207563,1,Labrador_retriever,Chihuahua,French_bulldog,True,True,True,0.8,181,371
666739327293083650,2015-11-17 22:06:57,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 ,Lugan,,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,https://twitter.com/dog_rates/status/666739327293083650/photo/1,Twitter for iPhone,0.546933,0.165255,0.0959589,1,miniature_poodle,cocker_spaniel,toy_poodle,True,True,True,1.0,59,206
666776908487630848,2015-11-18 00:36:17,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 ,Josep,,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,https://twitter.com/dog_rates/status/666776908487630848/photo/1,Twitter for iPhone,0.375057,0.167175,0.0869506,1,seat_belt,miniature_pinscher,Chihuahua,False,True,True,0.5,148,303
666781792255496192,2015-11-18 00:55:42,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 ,a,,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,https://twitter.com/dog_rates/status/666781792255496192/photo/1,Twitter for iPhone,0.618316,0.151363,0.08598910000000001,1,Italian_greyhound,Weimaraner,vizsla,True,True,True,1.0,168,323
666786068205871104,2015-11-18 01:12:41,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 ,,,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,https://twitter.com/dog_rates/status/666786068205871104/photo/1,Twitter for iPhone,0.999888,5.51417e-05,2.6258e-05,1,snail,slug,acorn,False,False,False,0.2,408,654
666804364988780544,2015-11-18 02:25:23,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 ,Jockson,,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,https://twitter.com/dog_rates/status/666804364988780544/photo/1,Twitter for iPhone,0.32879200000000003,0.283545,0.0574615,1,English_setter,Brittany_spaniel,Ibizan_hound,True,True,True,0.8,78,205
666817836334096384,2015-11-18 03:18:55,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 ,Jeph,,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,https://twitter.com/dog_rates/status/666817836334096384/photo/1,Twitter for iPhone,0.496953,0.28527600000000003,0.07376369999999999,1,miniature_schnauzer,standard_schnauzer,giant_schnauzer,True,True,True,0.9,209,441
666826780179869698,2015-11-18 03:54:28,12/10 simply brilliant pup ,,,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,https://twitter.com/dog_rates/status/666826780179869698/photo/1,Twitter for iPhone,0.359383,0.148759,0.106007,1,Maltese_dog,teddy,West_Highland_white_terrier,True,False,True,1.2,78,218
666835007768551424,2015-11-18 04:27:09,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 ,,,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,https://twitter.com/dog_rates/status/666835007768551424/photo/1,Twitter for iPhone,0.448459,0.12403,0.110183,1,Airedale,toy_poodle,teddy,True,True,False,1.0,65,183
666837028449972224,2015-11-18 04:35:11,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 ,,,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,https://twitter.com/dog_rates/status/666837028449972224/photo/1,Twitter for iPhone,0.442113,0.114071,0.0432553,1,triceratops,armadillo,common_iguana,False,False,False,0.3,466,702
666983947667116034,2015-11-18 14:18:59,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever ,a,,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,https://twitter.com/dog_rates/status/666983947667116034/photo/1,Twitter for iPhone,0.589446,0.190142,0.0345097,1,swab,chain_saw,wig,False,False,False,1.1,841,2237
666996132027977728,2015-11-18 15:07:24,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 ,Carll,,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,https://twitter.com/dog_rates/status/666996132027977728/photo/1,Twitter for iPhone,0.507637,0.0624899,0.0484247,1,hay,Rottweiler,water_buffalo,False,True,False,1.0,78,212
667012601033924608,2015-11-18 16:12:51,This is Klevin. He laughs a lot. Very cool dog. 9/10 ,Klevin,,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,https://twitter.com/dog_rates/status/667012601033924608/photo/1,Twitter for iPhone,0.98723,0.0126008,5.735010000000001e-05,1,hyena,African_hunting_dog,coyote,False,False,False,0.9,185,391
667044094246576128,2015-11-18 18:17:59,12/10 gimme now ,,,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,https://twitter.com/dog_rates/status/667044094246576128/photo/1,Twitter for iPhone,0.765266,0.206694,0.0106669,1,golden_retriever,Labrador_retriever,seat_belt,True,True,False,1.2,43,162
667062181243039745,2015-11-18 19:29:52,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 ,Keet,,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,https://twitter.com/dog_rates/status/667062181243039745/photo/1,Twitter for iPhone,0.825678,0.090998,0.0229562,1,Chesapeake_Bay_retriever,vizsla,kelpie,True,True,True,1.0,45,192
667065535570550784,2015-11-18 19:43:11,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 ,,,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,https://twitter.com/dog_rates/status/667065535570550784/photo/1,Twitter for iPhone,0.560001,0.103259,0.042568,1,jigsaw_puzzle,doormat,space_heater,False,False,False,0.8,40,143
667073648344346624,2015-11-18 20:15:26,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 ,Dave,,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,https://twitter.com/dog_rates/status/667073648344346624/photo/1,Twitter for iPhone,0.483682,0.0924939,0.057495400000000016,1,Chihuahua,pug,Brabancon_griffon,True,True,True,1.0,103,351
667090893657276420,2015-11-18 21:23:57,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 ,Clybe,,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,https://twitter.com/dog_rates/status/667090893657276420/photo/1,Twitter for iPhone,0.959514,0.00537015,0.00264133,1,Chihuahua,Italian_greyhound,Pomeranian,True,True,True,0.7,104,286
667119796878725120,2015-11-18 23:18:48,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous ,Gabe,,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,https://twitter.com/dog_rates/status/667119796878725120/photo/1,Twitter for iPhone,0.741563,0.0578659,0.0391251,1,Pembroke,Chihuahua,toy_poodle,True,True,True,1.0,105,283
667138269671505920,2015-11-19 00:32:12,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 ,,,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,https://twitter.com/dog_rates/status/667138269671505920/photo/1,Twitter for iPhone,0.747713,0.243629,0.00180397,1,West_Highland_white_terrier,Samoyed,toy_poodle,True,True,True,1.0,1859,3991
667152164079423490,2015-11-19 01:27:25,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy ,Pipsy,,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,https://twitter.com/dog_rates/status/667152164079423490/photo/1,Twitter for iPhone,0.535411,0.08754400000000001,0.06205,1,toy_poodle,Pomeranian,miniature_poodle,True,True,True,1.2,14559,42108
667160273090932737,2015-11-19 01:59:39,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 ,Bradlay,,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,https://twitter.com/dog_rates/status/667160273090932737/photo/1,Twitter for iPhone,0.471351,0.0919921,0.08738539999999999,1,golden_retriever,miniature_poodle,standard_poodle,True,True,True,1.1,50,217
667165590075940865,2015-11-19 02:20:46,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 ,Churlie,,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,https://twitter.com/dog_rates/status/667165590075940865/photo/1,Twitter for iPhone,0.140173,0.13409400000000002,0.08189980000000001,1,miniature_pinscher,Rottweiler,beagle,True,True,True,1.0,964,2374
667171260800061440,2015-11-19 02:43:18,Say hello to Kenneth. He likes Reese's Puffs. 10/10 ,Kenneth,,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,https://twitter.com/dog_rates/status/667171260800061440/photo/1,Twitter for iPhone,0.8412649999999999,0.0527442,0.0344017,1,giant_schnauzer,Lakeland_terrier,Irish_water_spaniel,True,True,True,1.0,71,186
667174963120574464,2015-11-19 02:58:01,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 ",Clarence,,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,https://twitter.com/dog_rates/status/667174963120574464/photo/1,Twitter for iPhone,0.266437,0.243223,0.0728063,1,toy_poodle,Chihuahua,bluetick,True,True,True,0.9,69,218
667176164155375616,2015-11-19 03:02:47,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable ,,,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,https://twitter.com/dog_rates/status/667176164155375616/photo/1,Twitter for iPhone,0.318981,0.215218,0.106014,1,soft-coated_wheaten_terrier,Lakeland_terrier,toy_poodle,True,True,True,0.4,384,525
667177989038297088,2015-11-19 03:10:02,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 ,a,,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,https://twitter.com/dog_rates/status/667177989038297088/photo/1,Twitter for iPhone,0.25924899999999995,0.176293,0.112369,1,vizsla,Chesapeake_Bay_retriever,Weimaraner,True,True,True,0.8,48,164
667182792070062081,2015-11-19 03:29:07,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 ,Timison,,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,https://twitter.com/dog_rates/status/667182792070062081/photo/1,Twitter for iPhone,0.949892,0.0105638,0.00582141,1,golden_retriever,Irish_setter,Chesapeake_Bay_retriever,True,True,True,1.0,5247,12482
667188689915760640,2015-11-19 03:52:34,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog ,,,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,https://twitter.com/dog_rates/status/667188689915760640/photo/1,Twitter for iPhone,0.33583,0.265278,0.140703,1,vacuum,swab,toilet_tissue,False,False,False,1.0,328,641
